loanID,accountPayID,loan,reason,job,yoj,createDate,expire,period,rate,status,bad,paymentDate
687,6496913603,14171353,homeimp,mgr,18,2024-09-12 16:57:00,2029-09-12 16:57:00,sixty month,30.0,,,
688,9274922399,46159294,homeimp,other,20,2024-09-12 16:58:00,2028-09-12 16:58:00,forty-eight month,25.0,accept,,
689,7976125545,6501230,debtcon,other,34,2024-09-12 16:59:00,2028-09-12 16:59:00,forty-eight month,25.0,reject,,
690,7976125545,19225268,debtcon,profexe,1,2024-09-12 17:00:00,2029-09-12 17:00:00,sixty month,30.0,,,
691,6496913603,11193605,homeimp,other,23,2024-09-12 17:01:00,2025-03-12 17:01:00,six month,3.0,accept,,
692,3052928452,40511843,homeimp,self,21,2024-09-12 17:02:00,2029-03-12 17:02:00,fifty-four month,28.0,accept,,
693,3052928452,43531475,debtcon,office,37,2024-09-12 17:03:00,2029-03-12 17:03:00,fifty-four month,28.0,,,
694,8203283023,1570405,homeimp,self,40,2024-09-12 17:04:00,2027-03-12 17:04:00,thirty month,16.0,,,
695,9274922399,40161000,homeimp,mgr,39,2024-09-12 17:05:00,2025-09-12 17:05:00,twelve month,6.0,accept,,
696,5920548482,4781155,homeimp,self,5,2024-09-12 17:06:00,2025-09-12 17:06:00,twelve month,6.0,accept,,
697,3052928452,20099809,debtcon,self,24,2024-09-12 17:07:00,2027-09-12 17:07:00,thirty-six month,19.0,,,
698,1333924038,34085295,debtcon,sales,5,2024-09-12 17:08:00,2025-03-12 17:08:00,six month,3.0,reject,,
699,5920548482,22582052,debtcon,other,39,2024-09-12 17:09:00,2028-09-12 17:09:00,forty-eight month,25.0,accept,,
700,1333924038,31608341,homeimp,office,14,2024-09-12 17:10:00,2025-09-12 17:10:00,twelve month,6.0,reject,,
701,8203283023,24147001,homeimp,mgr,30,2024-09-12 17:11:00,2027-09-12 17:11:00,thirty-six month,19.0,accept,,
702,6303485293,19578402,debtcon,other,37,2024-09-12 17:12:00,2027-09-12 17:12:00,thirty-six month,19.0,accept,,
703,6496913603,32361802,homeimp,office,20,2024-09-12 17:13:00,2028-09-12 17:13:00,forty-eight month,25.0,,,
704,8203283023,10628553,homeimp,other,31,2024-09-12 17:14:00,2028-03-12 17:14:00,forty-two month,22.0,,,
705,3960086839,40890242,homeimp,other,11,2024-09-12 17:15:00,2027-03-12 17:15:00,thirty month,16.0,,,
706,5920548482,6993188,homeimp,sales,16,2024-09-12 17:16:00,2027-03-12 17:16:00,thirty month,16.0,accept,,
707,8203283023,10117480,debtcon,self,24,2024-09-12 17:17:00,2029-03-12 17:17:00,fifty-four month,28.0,reject,,
708,1333924038,15568231,homeimp,sales,4,2024-09-12 17:18:00,2026-09-12 17:18:00,twenty-four month,13.0,reject,,
709,7976125545,16024498,debtcon,mgr,31,2024-09-12 17:19:00,2028-03-12 17:19:00,forty-two month,22.0,accept,,
710,2843848429,49194780,debtcon,sales,4,2024-09-12 17:20:00,2026-03-12 17:20:00,eighteen month,10.0,,,
711,9274922399,44088178,debtcon,self,16,2024-09-12 17:21:00,2029-03-12 17:21:00,fifty-four month,28.0,,,
712,8203283023,32852047,homeimp,other,5,2024-09-12 17:22:00,2029-09-12 17:22:00,sixty month,30.0,,,
713,8203283023,40591642,homeimp,self,7,2024-09-12 17:23:00,2026-09-12 17:23:00,twenty-four month,13.0,reject,,
714,3052928452,23743656,homeimp,mgr,27,2024-09-12 17:24:00,2025-09-12 17:24:00,twelve month,6.0,,,
715,6496913603,5352784,debtcon,profexe,18,2024-09-12 17:25:00,2025-09-12 17:25:00,twelve month,6.0,accept,,
716,6496913603,41905277,debtcon,other,36,2024-09-12 17:26:00,2025-03-12 17:26:00,six month,3.0,accept,,
717,2843848429,38941463,homeimp,other,16,2024-09-12 17:27:00,2028-03-12 17:27:00,forty-two month,22.0,,,
718,8203283023,19262886,debtcon,mgr,39,2024-09-12 17:28:00,2027-09-12 17:28:00,thirty-six month,19.0,reject,,
719,9274922399,19985051,debtcon,office,20,2024-09-12 17:29:00,2028-09-12 17:29:00,forty-eight month,25.0,,,
720,1333924038,32333570,debtcon,profexe,16,2024-09-12 17:30:00,2028-09-12 17:30:00,forty-eight month,25.0,reject,,
721,3960086839,24411232,homeimp,office,26,2024-09-12 17:31:00,2029-03-12 17:31:00,fifty-four month,28.0,,,
722,3960086839,19427722,homeimp,office,25,2024-09-12 17:32:00,2029-09-12 17:32:00,sixty month,30.0,accept,,
723,5920548482,12268173,homeimp,profexe,32,2024-09-12 17:33:00,2024-10-12 17:33:00,one month,0.5,reject,,
724,2843848429,5561226,homeimp,other,19,2024-09-12 17:34:00,2028-03-12 17:34:00,forty-two month,22.0,reject,,
725,2843848429,29530675,debtcon,other,4,2024-09-12 17:35:00,2027-03-12 17:35:00,thirty month,16.0,,,
726,7976125545,1353793,debtcon,sales,2,2024-09-12 17:36:00,2024-10-12 17:36:00,one month,0.5,,,
727,2843848429,26298734,debtcon,mgr,35,2024-09-12 17:37:00,2028-09-12 17:37:00,forty-eight month,25.0,reject,,
728,2843848429,23321825,homeimp,profexe,20,2024-09-12 17:38:00,2026-09-12 17:38:00,twenty-four month,13.0,,,
729,2843848429,12773657,homeimp,office,22,2024-09-12 17:39:00,2028-09-12 17:39:00,forty-eight month,25.0,accept,,
730,1333924038,41258388,homeimp,profexe,18,2024-09-12 17:40:00,2025-09-12 17:40:00,twelve month,6.0,,,
731,5920548482,8339100,homeimp,sales,24,2024-09-12 17:41:00,2025-09-12 17:41:00,twelve month,6.0,accept,,
732,6496913603,15722782,debtcon,profexe,38,2024-09-12 17:42:00,2025-03-12 17:42:00,six month,3.0,accept,,
733,7976125545,4037482,homeimp,mgr,11,2024-09-12 17:43:00,2025-03-12 17:43:00,six month,3.0,reject,,
734,3052928452,46959765,debtcon,self,31,2024-09-12 17:44:00,2024-10-12 17:44:00,one month,0.5,,,
735,2843848429,46718735,homeimp,office,26,2024-09-12 17:45:00,2025-03-12 17:45:00,six month,3.0,accept,,
736,7976125545,43171456,debtcon,profexe,13,2024-09-12 17:46:00,2027-09-12 17:46:00,thirty-six month,19.0,,,
737,6303485293,46610700,homeimp,other,4,2024-09-12 17:47:00,2026-03-12 17:47:00,eighteen month,10.0,,,
738,7976125545,30007025,homeimp,mgr,16,2024-09-12 17:48:00,2024-10-12 17:48:00,one month,0.5,accept,,
739,5920548482,40783458,debtcon,other,25,2024-09-12 17:49:00,2024-10-12 17:49:00,one month,0.5,accept,,
740,7976125545,25431593,homeimp,office,16,2024-09-12 17:50:00,2027-09-12 17:50:00,thirty-six month,19.0,accept,,
741,3052928452,13006173,homeimp,other,29,2024-09-12 17:51:00,2028-09-12 17:51:00,forty-eight month,25.0,,,
742,3052928452,47767605,homeimp,other,25,2024-09-12 17:52:00,2026-03-12 17:52:00,eighteen month,10.0,accept,,
743,8203283023,4208566,homeimp,profexe,27,2024-09-12 17:53:00,2027-03-12 17:53:00,thirty month,16.0,accept,,
744,1333924038,17775579,homeimp,sales,23,2024-09-12 17:54:00,2027-03-12 17:54:00,thirty month,16.0,,,
745,8203283023,4540364,homeimp,mgr,35,2024-09-12 17:55:00,2028-03-12 17:55:00,forty-two month,22.0,reject,,
746,8203283023,22521652,debtcon,sales,2,2024-09-12 17:56:00,2029-03-12 17:56:00,fifty-four month,28.0,accept,,
747,3960086839,27912077,debtcon,mgr,1,2024-09-12 17:57:00,2028-03-12 17:57:00,forty-two month,22.0,,,
748,9274922399,8060992,debtcon,office,17,2024-09-12 17:58:00,2028-03-12 17:58:00,forty-two month,22.0,accept,,
749,6496913603,25770880,homeimp,mgr,32,2024-09-12 17:59:00,2025-03-12 17:59:00,six month,3.0,,,
750,6303485293,29610861,debtcon,self,30,2024-09-12 18:00:00,2029-09-12 18:00:00,sixty month,30.0,,,
751,5920548482,38416400,debtcon,office,8,2024-09-12 18:01:00,2026-09-12 18:01:00,twenty-four month,13.0,reject,,
752,6496913603,49757802,homeimp,self,7,2024-09-12 18:02:00,2025-03-12 18:02:00,six month,3.0,reject,,
753,6303485293,48049388,homeimp,self,40,2024-09-12 18:03:00,2029-09-12 18:03:00,sixty month,30.0,reject,,
754,7976125545,11774655,homeimp,self,32,2024-09-12 18:04:00,2025-03-12 18:04:00,six month,3.0,accept,,
755,3960086839,30785135,debtcon,sales,9,2024-09-12 18:05:00,2028-09-12 18:05:00,forty-eight month,25.0,reject,,
756,7976125545,37369470,homeimp,sales,36,2024-09-12 18:06:00,2025-03-12 18:06:00,six month,3.0,reject,,
757,3960086839,34691243,debtcon,sales,4,2024-09-12 18:07:00,2027-03-12 18:07:00,thirty month,16.0,accept,,
758,7976125545,16323259,debtcon,self,40,2024-09-12 18:08:00,2027-03-12 18:08:00,thirty month,16.0,reject,,
759,9274922399,38730160,debtcon,office,36,2024-09-12 18:09:00,2029-09-12 18:09:00,sixty month,30.0,accept,,
760,3960086839,24104580,debtcon,sales,16,2024-09-12 18:10:00,2029-03-12 18:10:00,fifty-four month,28.0,reject,,
761,6496913603,41505106,homeimp,office,11,2024-09-12 18:11:00,2027-09-12 18:11:00,thirty-six month,19.0,,,
762,8203283023,3679241,homeimp,profexe,5,2024-09-12 18:12:00,2028-09-12 18:12:00,forty-eight month,25.0,reject,,
763,3960086839,41839395,debtcon,profexe,16,2024-09-12 18:13:00,2026-03-12 18:13:00,eighteen month,10.0,,,
764,2843848429,19825287,debtcon,profexe,34,2024-09-12 18:14:00,2027-03-12 18:14:00,thirty month,16.0,reject,,
765,8203283023,35618907,debtcon,self,38,2024-09-12 18:15:00,2025-09-12 18:15:00,twelve month,6.0,,,
766,6496913603,24634749,debtcon,profexe,3,2024-09-12 18:16:00,2028-03-12 18:16:00,forty-two month,22.0,,,
767,3052928452,6827312,debtcon,self,12,2024-09-12 18:17:00,2024-10-12 18:17:00,one month,0.5,accept,,
768,6496913603,20221136,homeimp,office,15,2024-09-12 18:18:00,2027-09-12 18:18:00,thirty-six month,19.0,,,
769,8203283023,21871769,homeimp,self,5,2024-09-12 18:19:00,2025-09-12 18:19:00,twelve month,6.0,accept,,
770,2843848429,38513471,debtcon,mgr,37,2024-09-12 18:20:00,2025-03-12 18:20:00,six month,3.0,reject,,
771,5920548482,34815410,homeimp,office,21,2024-09-12 18:21:00,2024-10-12 18:21:00,one month,0.5,reject,,
772,1333924038,5903309,debtcon,office,28,2024-09-12 18:22:00,2026-09-12 18:22:00,twenty-four month,13.0,,,
773,9274922399,25706770,debtcon,mgr,21,2024-09-12 18:23:00,2028-09-12 18:23:00,forty-eight month,25.0,,,
774,3960086839,2940050,debtcon,profexe,40,2024-09-12 18:24:00,2027-09-12 18:24:00,thirty-six month,19.0,reject,,
775,2843848429,39223335,debtcon,other,11,2024-09-12 18:25:00,2029-03-12 18:25:00,fifty-four month,28.0,reject,,
776,1333924038,41140000,debtcon,office,18,2024-09-12 18:26:00,2029-09-12 18:26:00,sixty month,30.0,reject,,
777,8203283023,1664118,homeimp,mgr,36,2024-09-12 18:27:00,2024-10-12 18:27:00,one month,0.5,,,
778,2843848429,16903258,debtcon,office,37,2024-09-12 18:28:00,2029-09-12 18:28:00,sixty month,30.0,reject,,
779,2843848429,20555418,debtcon,mgr,14,2024-09-12 18:29:00,2025-09-12 18:29:00,twelve month,6.0,,,
780,2843848429,38064890,homeimp,profexe,8,2024-09-12 18:30:00,2028-09-12 18:30:00,forty-eight month,25.0,,,
781,3052928452,26634749,homeimp,profexe,10,2024-09-12 18:31:00,2027-09-12 18:31:00,thirty-six month,19.0,accept,,
782,3052928452,7286692,homeimp,self,37,2024-09-12 18:32:00,2027-09-12 18:32:00,thirty-six month,19.0,,,
783,3960086839,29864817,homeimp,mgr,12,2024-09-12 18:33:00,2028-09-12 18:33:00,forty-eight month,25.0,accept,,
784,3960086839,15286920,homeimp,office,4,2024-09-12 18:34:00,2029-03-12 18:34:00,fifty-four month,28.0,accept,,
785,6496913603,35629203,homeimp,profexe,40,2024-09-12 18:35:00,2027-03-12 18:35:00,thirty month,16.0,,,
786,2843848429,41157660,debtcon,self,7,2024-09-12 18:36:00,2026-03-12 18:36:00,eighteen month,10.0,,,
787,6496913603,21315665,debtcon,sales,15,2024-09-12 18:37:00,2027-09-12 18:37:00,thirty-six month,19.0,,,
788,3052928452,7481831,homeimp,office,6,2024-09-12 18:38:00,2027-03-12 18:38:00,thirty month,16.0,reject,,
789,2843848429,15800187,homeimp,profexe,10,2024-09-12 18:39:00,2029-03-12 18:39:00,fifty-four month,28.0,accept,,
790,3052928452,23690550,debtcon,profexe,23,2024-09-12 18:40:00,2025-09-12 18:40:00,twelve month,6.0,accept,,
791,3052928452,19967912,debtcon,office,1,2024-09-12 18:41:00,2025-03-12 18:41:00,six month,3.0,,,
792,6303485293,4056008,homeimp,other,33,2024-09-12 18:42:00,2025-09-12 18:42:00,twelve month,6.0,accept,,
793,9274922399,35320044,homeimp,mgr,19,2024-09-12 18:43:00,2028-03-12 18:43:00,forty-two month,22.0,reject,,
794,2843848429,21580428,homeimp,office,19,2024-09-12 18:44:00,2029-03-12 18:44:00,fifty-four month,28.0,,,
795,1333924038,44665159,debtcon,other,11,2024-09-12 18:45:00,2025-03-12 18:45:00,six month,3.0,reject,,
796,1333924038,37957341,debtcon,mgr,3,2024-09-12 18:46:00,2028-09-12 18:46:00,forty-eight month,25.0,reject,,
797,9274922399,43791864,debtcon,mgr,37,2024-09-12 18:47:00,2026-03-12 18:47:00,eighteen month,10.0,,,
798,8203283023,2702732,homeimp,sales,16,2024-09-12 18:48:00,2028-03-12 18:48:00,forty-two month,22.0,accept,,
799,1333924038,15857090,debtcon,self,28,2024-09-12 18:49:00,2025-03-12 18:49:00,six month,3.0,accept,,
800,8203283023,34272931,homeimp,self,36,2024-09-12 18:50:00,2026-09-12 18:50:00,twenty-four month,13.0,accept,,
801,1333924038,11837940,homeimp,self,9,2024-09-12 18:51:00,2027-03-12 18:51:00,thirty month,16.0,accept,,
802,9274922399,42091850,debtcon,sales,20,2024-09-12 18:52:00,2026-03-12 18:52:00,eighteen month,10.0,,,
803,6303485293,24230098,debtcon,sales,12,2024-09-12 18:53:00,2029-03-12 18:53:00,fifty-four month,28.0,,,
804,3052928452,5937435,debtcon,sales,8,2024-09-12 18:54:00,2028-03-12 18:54:00,forty-two month,22.0,,,
805,2843848429,43153436,debtcon,other,25,2024-09-12 18:55:00,2026-03-12 18:55:00,eighteen month,10.0,accept,,
806,8203283023,39406493,debtcon,mgr,24,2024-09-12 18:56:00,2029-09-12 18:56:00,sixty month,30.0,reject,,
807,1333924038,27549400,homeimp,sales,38,2024-09-12 18:57:00,2025-09-12 18:57:00,twelve month,6.0,,,
808,1333924038,5817258,homeimp,other,38,2024-09-12 18:58:00,2027-09-12 18:58:00,thirty-six month,19.0,accept,,
809,6496913603,47933116,homeimp,mgr,29,2024-09-12 18:59:00,2024-10-12 18:59:00,one month,0.5,accept,,
810,7976125545,40684144,debtcon,profexe,40,2024-09-12 19:00:00,2029-09-12 19:00:00,sixty month,30.0,,,
811,2843848429,1773892,debtcon,sales,31,2024-09-12 19:01:00,2028-03-12 19:01:00,forty-two month,22.0,accept,,
812,6496913603,22250289,debtcon,sales,16,2024-09-12 19:02:00,2028-09-12 19:02:00,forty-eight month,25.0,,,
813,5920548482,8429592,debtcon,sales,6,2024-09-12 19:03:00,2029-03-12 19:03:00,fifty-four month,28.0,,,
814,6496913603,20225762,homeimp,mgr,31,2024-09-12 19:04:00,2025-09-12 19:04:00,twelve month,6.0,accept,,
815,5920548482,47045796,debtcon,office,37,2024-09-12 19:05:00,2025-03-12 19:05:00,six month,3.0,,,
816,8203283023,10010279,debtcon,other,39,2024-09-12 19:06:00,2028-09-12 19:06:00,forty-eight month,25.0,,,
817,3960086839,26688076,debtcon,sales,15,2024-09-12 19:07:00,2027-09-12 19:07:00,thirty-six month,19.0,,,
818,9274922399,25903659,debtcon,other,23,2024-09-12 19:08:00,2028-09-12 19:08:00,forty-eight month,25.0,accept,,
819,7976125545,39905589,homeimp,other,21,2024-09-12 19:09:00,2026-09-12 19:09:00,twenty-four month,13.0,,,
820,6496913603,44003781,homeimp,office,25,2024-09-12 19:10:00,2027-03-12 19:10:00,thirty month,16.0,reject,,
821,9274922399,23841972,debtcon,self,14,2024-09-12 19:11:00,2025-09-12 19:11:00,twelve month,6.0,accept,,
822,6303485293,35535490,debtcon,self,36,2024-09-12 19:12:00,2025-03-12 19:12:00,six month,3.0,reject,,
823,5920548482,44456459,debtcon,office,23,2024-09-12 19:13:00,2027-03-12 19:13:00,thirty month,16.0,reject,,
824,9274922399,40805642,homeimp,profexe,36,2024-09-12 19:14:00,2026-03-12 19:14:00,eighteen month,10.0,accept,,
825,6496913603,4846111,homeimp,profexe,23,2024-09-12 19:15:00,2028-03-12 19:15:00,forty-two month,22.0,,,
826,9274922399,11587114,homeimp,profexe,29,2024-09-12 19:16:00,2025-03-12 19:16:00,six month,3.0,reject,,
827,6303485293,19741246,debtcon,self,20,2024-09-12 19:17:00,2028-09-12 19:17:00,forty-eight month,25.0,reject,,
828,8203283023,13359107,debtcon,office,15,2024-09-12 19:18:00,2026-09-12 19:18:00,twenty-four month,13.0,accept,,
829,7976125545,17843506,debtcon,profexe,20,2024-09-12 19:19:00,2025-09-12 19:19:00,twelve month,6.0,reject,,
830,6303485293,22265129,homeimp,other,0,2024-09-12 19:20:00,2024-10-12 19:20:00,one month,0.5,,,
831,6496913603,36167147,homeimp,mgr,37,2024-09-12 19:21:00,2029-09-12 19:21:00,sixty month,30.0,,,
832,1333924038,33346637,debtcon,other,37,2024-09-12 19:22:00,2026-09-12 19:22:00,twenty-four month,13.0,reject,,
833,1333924038,15217488,homeimp,sales,35,2024-09-12 19:23:00,2027-03-12 19:23:00,thirty month,16.0,reject,,
834,6496913603,39613144,homeimp,profexe,16,2024-09-12 19:24:00,2024-10-12 19:24:00,one month,0.5,reject,,
835,6496913603,14976293,homeimp,other,25,2024-09-12 19:25:00,2025-09-12 19:25:00,twelve month,6.0,accept,,
836,1333924038,9114135,debtcon,office,40,2024-09-12 19:26:00,2027-03-12 19:26:00,thirty month,16.0,accept,,
837,5920548482,37562281,debtcon,self,32,2024-09-12 19:27:00,2025-09-12 19:27:00,twelve month,6.0,reject,,
838,3960086839,25788565,homeimp,mgr,34,2024-09-12 19:28:00,2025-03-12 19:28:00,six month,3.0,,,
839,9274922399,32607022,debtcon,profexe,30,2024-09-12 19:29:00,2025-03-12 19:29:00,six month,3.0,reject,,
840,7976125545,40624725,debtcon,mgr,16,2024-09-12 19:30:00,2025-03-12 19:30:00,six month,3.0,reject,,
841,1333924038,43346056,homeimp,self,32,2024-09-12 19:31:00,2028-03-12 19:31:00,forty-two month,22.0,reject,,
842,8203283023,29558303,homeimp,office,34,2024-09-12 19:32:00,2029-09-12 19:32:00,sixty month,30.0,reject,,
843,7976125545,30108057,debtcon,office,34,2024-09-12 19:33:00,2024-10-12 19:33:00,one month,0.5,accept,,
844,8203283023,6429490,homeimp,self,0,2024-09-12 19:34:00,2024-10-12 19:34:00,one month,0.5,,,
845,7976125545,49848604,debtcon,sales,34,2024-09-12 19:35:00,2028-09-12 19:35:00,forty-eight month,25.0,reject,,
846,7976125545,27064764,debtcon,other,26,2024-09-12 19:36:00,2025-03-12 19:36:00,six month,3.0,reject,,
847,5920548482,15723897,homeimp,other,4,2024-09-12 19:37:00,2029-03-12 19:37:00,fifty-four month,28.0,accept,,
848,3960086839,25079440,debtcon,self,0,2024-09-12 19:38:00,2026-03-12 19:38:00,eighteen month,10.0,,,
849,7976125545,7703422,homeimp,office,25,2024-09-12 19:39:00,2027-03-12 19:39:00,thirty month,16.0,accept,,
850,1333924038,19359334,homeimp,self,27,2024-09-12 19:40:00,2029-03-12 19:40:00,fifty-four month,28.0,reject,,
851,8203283023,7336615,homeimp,other,6,2024-09-12 19:41:00,2028-09-12 19:41:00,forty-eight month,25.0,reject,,
852,1333924038,3397681,homeimp,sales,25,2024-09-12 19:42:00,2028-03-12 19:42:00,forty-two month,22.0,,,
853,3052928452,28094507,homeimp,profexe,15,2024-09-12 19:43:00,2028-09-12 19:43:00,forty-eight month,25.0,accept,,
854,8203283023,29367925,debtcon,self,28,2024-09-12 19:44:00,2024-10-12 19:44:00,one month,0.5,,,
855,6496913603,41061940,debtcon,office,40,2024-09-12 19:45:00,2024-10-12 19:45:00,one month,0.5,reject,,
856,3960086839,7698217,homeimp,other,3,2024-09-12 19:46:00,2027-09-12 19:46:00,thirty-six month,19.0,accept,,
857,3960086839,20906519,debtcon,office,9,2024-09-12 19:47:00,2027-09-12 19:47:00,thirty-six month,19.0,reject,,
858,7976125545,39981693,homeimp,office,36,2024-09-12 19:48:00,2026-03-12 19:48:00,eighteen month,10.0,,,
859,6303485293,25834359,debtcon,mgr,3,2024-09-12 19:49:00,2029-03-12 19:49:00,fifty-four month,28.0,reject,,
860,6496913603,4262823,debtcon,mgr,0,2024-09-12 19:50:00,2026-03-12 19:50:00,eighteen month,10.0,accept,,
861,3052928452,14807985,debtcon,self,34,2024-09-12 19:51:00,2025-03-12 19:51:00,six month,3.0,accept,,
862,5920548482,46346263,homeimp,self,2,2024-09-12 19:52:00,2027-09-12 19:52:00,thirty-six month,19.0,reject,,
863,3960086839,12695416,debtcon,other,35,2024-09-12 19:53:00,2027-03-12 19:53:00,thirty month,16.0,reject,,
864,9274922399,14519378,debtcon,sales,5,2024-09-12 19:54:00,2024-10-12 19:54:00,one month,0.5,reject,,
865,9274922399,22593577,debtcon,sales,33,2024-09-12 19:55:00,2024-10-12 19:55:00,one month,0.5,,,
866,9274922399,48342191,homeimp,self,38,2024-09-12 19:56:00,2029-09-12 19:56:00,sixty month,30.0,,,
867,2843848429,18144262,homeimp,office,35,2024-09-12 19:57:00,2026-03-12 19:57:00,eighteen month,10.0,reject,,
868,6303485293,6514003,debtcon,profexe,9,2024-09-12 19:58:00,2029-03-12 19:58:00,fifty-four month,28.0,reject,,
869,7976125545,45074502,homeimp,self,29,2024-09-12 19:59:00,2025-09-12 19:59:00,twelve month,6.0,accept,,
870,6496913603,2195284,homeimp,sales,24,2024-09-12 20:00:00,2026-09-12 20:00:00,twenty-four month,13.0,reject,,
871,3052928452,7421346,homeimp,self,27,2024-09-12 20:01:00,2026-03-12 20:01:00,eighteen month,10.0,reject,,
872,3052928452,47714795,debtcon,self,25,2024-09-12 20:02:00,2026-09-12 20:02:00,twenty-four month,13.0,reject,,
873,1333924038,18046404,debtcon,profexe,40,2024-09-12 20:03:00,2027-03-12 20:03:00,thirty month,16.0,accept,,
874,9274922399,48520631,homeimp,self,24,2024-09-12 20:04:00,2028-09-12 20:04:00,forty-eight month,25.0,accept,,
875,3960086839,28300914,homeimp,other,4,2024-09-12 20:05:00,2027-09-12 20:05:00,thirty-six month,19.0,,,
876,9274922399,47418995,debtcon,sales,28,2024-09-12 20:06:00,2025-03-12 20:06:00,six month,3.0,reject,,
877,6496913603,5089531,homeimp,sales,39,2024-09-12 20:07:00,2027-03-12 20:07:00,thirty month,16.0,,,
878,9274922399,30856021,homeimp,other,40,2024-09-12 20:08:00,2026-03-12 20:08:00,eighteen month,10.0,reject,,
879,1333924038,37495878,debtcon,profexe,27,2024-09-12 20:09:00,2027-09-12 20:09:00,thirty-six month,19.0,,,
880,8203283023,9870829,debtcon,office,23,2024-09-12 20:10:00,2027-03-12 20:10:00,thirty month,16.0,reject,,
881,3052928452,6284706,homeimp,profexe,25,2024-09-12 20:11:00,2026-03-12 20:11:00,eighteen month,10.0,accept,,
882,8203283023,40060526,debtcon,profexe,17,2024-09-12 20:12:00,2029-03-12 20:12:00,fifty-four month,28.0,accept,,
883,6496913603,48602192,debtcon,mgr,24,2024-09-12 20:13:00,2027-03-12 20:13:00,thirty month,16.0,accept,,
884,5920548482,20350859,debtcon,office,13,2024-09-12 20:14:00,2025-09-12 20:14:00,twelve month,6.0,accept,,
885,1333924038,23657514,homeimp,mgr,24,2024-09-12 20:15:00,2028-03-12 20:15:00,forty-two month,22.0,reject,,
886,9274922399,36042344,homeimp,self,5,2024-09-12 20:16:00,2025-09-12 20:16:00,twelve month,6.0,accept,,
887,5920548482,25300302,homeimp,self,21,2024-09-12 20:17:00,2025-03-12 20:17:00,six month,3.0,accept,,
888,7976125545,37877370,homeimp,sales,15,2024-09-12 20:18:00,2026-03-12 20:18:00,eighteen month,10.0,reject,,
889,9274922399,30642970,debtcon,office,24,2024-09-12 20:19:00,2026-09-12 20:19:00,twenty-four month,13.0,,,
890,1333924038,47766691,homeimp,profexe,21,2024-09-12 20:20:00,2024-10-12 20:20:00,one month,0.5,accept,,
891,3052928452,35177354,debtcon,mgr,0,2024-09-12 20:21:00,2028-09-12 20:21:00,forty-eight month,25.0,accept,,
892,6496913603,17369875,debtcon,other,5,2024-09-12 20:22:00,2028-03-12 20:22:00,forty-two month,22.0,,,
893,3960086839,26355149,homeimp,mgr,21,2024-09-12 20:23:00,2027-03-12 20:23:00,thirty month,16.0,accept,,
894,7976125545,42717787,homeimp,other,24,2024-09-12 20:24:00,2029-03-12 20:24:00,fifty-four month,28.0,,,
895,5920548482,35540693,homeimp,sales,18,2024-09-12 20:25:00,2028-03-12 20:25:00,forty-two month,22.0,,,
896,3052928452,31421166,debtcon,other,3,2024-09-12 20:26:00,2025-03-12 20:26:00,six month,3.0,,,
897,9274922399,27286718,homeimp,profexe,13,2024-09-12 20:27:00,2026-09-12 20:27:00,twenty-four month,13.0,,,
898,9274922399,33316607,homeimp,sales,29,2024-09-12 20:28:00,2029-03-12 20:28:00,fifty-four month,28.0,,,
899,3052928452,3674643,homeimp,sales,35,2024-09-12 20:29:00,2027-03-12 20:29:00,thirty month,16.0,,,
900,7976125545,45003385,homeimp,other,10,2024-09-12 20:30:00,2024-10-12 20:30:00,one month,0.5,accept,,
901,6303485293,34655126,debtcon,office,32,2024-09-12 20:31:00,2029-09-12 20:31:00,sixty month,30.0,accept,,
902,6303485293,47407074,debtcon,profexe,9,2024-09-12 20:32:00,2027-09-12 20:32:00,thirty-six month,19.0,reject,,
903,8203283023,42449487,homeimp,profexe,3,2024-09-12 20:33:00,2025-09-12 20:33:00,twelve month,6.0,accept,,
904,7976125545,41209973,debtcon,profexe,27,2024-09-12 20:34:00,2028-03-12 20:34:00,forty-two month,22.0,,,
905,2843848429,33775358,homeimp,self,35,2024-09-12 20:35:00,2024-10-12 20:35:00,one month,0.5,reject,,
906,6496913603,5337097,debtcon,sales,29,2024-09-12 20:36:00,2026-03-12 20:36:00,eighteen month,10.0,accept,,
907,1333924038,34513927,homeimp,other,22,2024-09-12 20:37:00,2027-09-12 20:37:00,thirty-six month,19.0,accept,,
908,1333924038,38859634,homeimp,other,0,2024-09-12 20:38:00,2027-09-12 20:38:00,thirty-six month,19.0,accept,,
909,6303485293,21419714,debtcon,self,18,2024-09-12 20:39:00,2025-09-12 20:39:00,twelve month,6.0,accept,,
910,6496913603,31285576,homeimp,mgr,6,2024-09-12 20:40:00,2029-09-12 20:40:00,sixty month,30.0,reject,,
911,1333924038,41671543,debtcon,sales,23,2024-09-12 20:41:00,2027-09-12 20:41:00,thirty-six month,19.0,accept,,
912,6303485293,28698470,debtcon,mgr,27,2024-09-12 20:42:00,2026-09-12 20:42:00,twenty-four month,13.0,,,
913,3052928452,6923256,homeimp,self,6,2024-09-12 20:43:00,2026-03-12 20:43:00,eighteen month,10.0,reject,,
914,3052928452,12740923,homeimp,profexe,3,2024-09-12 20:44:00,2028-09-12 20:44:00,forty-eight month,25.0,accept,,
915,3052928452,39289349,debtcon,other,36,2024-09-12 20:45:00,2027-03-12 20:45:00,thirty month,16.0,,,
916,9274922399,2964591,homeimp,sales,11,2024-09-12 20:46:00,2028-03-12 20:46:00,forty-two month,22.0,,,
